text,toxicity,severe_toxicity,obscene,threat,insult,identity_attack,sexual_explicit
The bozos in Juneau can't find their own butt with both hands.,0.7125,0.025,0.425,0.0,0.375,0.0375,0.625
"Guess what- he's born with a penis/testicles, he's a boy. 

 Look- schools might as well drop 'boys' and 'girls' events in track and just have everyone together compete for 1st, 2nd, 3rd, and state records if track authorities are going to no longer have one's physical equipment delineate who is  competing against whom. Makes the meets a lot shorter and this 'showboating' of specialness moot.  Just run all events together and take your awards as individual 'students' who have placed- and leave this silly, statement laden gender gerrymandering behind.",0.8,0.0,0.1,0.0,0.5,0.1,0.8
Ugly ass eyesore.....,0.9845779,0.16233766,0.84821427,0.0048701297,0.8474026,0.0040584416,0.7483766
That guy's got huge girly tits and nipples!,0.95504665,0.08736217,0.3859203,0.0033927057,0.62849873,0.0899067,0.9253605
Hmmm...sex while flying on autopilot. I'm having a tough time believing that one.  I guess we'll see.,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"More crap by leftists who only want their ""approved"" opinions aired.  All others are of course racists and bigots and hate speech.  Not how this country works sweetie.  And by the way, it wasn't a girl the article was about - a girl has a vagina - not a penis and testicles.  Maybe you need to educate yourself a bit more.",0.8875,0.0625,0.4625,0.025,0.675,0.175,0.7375
"I've always had a soft spot for this passage of the Bible:
Yet she increased her prostitution, remembering the days of her youth when she engaged in prostitution in the land of Egypt. She lusted after their genitals – as large as those of donkeys, and their seminal emission was as strong as that of stallions.
Ezekiel 23:19",0.8,0.2,0.3,0.0,0.6,0.2,0.9
"No, this was directed exclusively at Trump. I have a small penis but not offended by comments about them. I grew up.",0.6625,0.075,0.25,0.0,0.2,0.0,0.675
"Live I've always said, when someone in authority starts peeling tRump's scabs off one-by-one, we the people will see tRump for what he is;  a pussy scab.  When tRump loses the presidential election, he'll sue the American people for his loss.  I just can't make this stuff up.",0.7285714,0.08571429,0.5857143,0.0,0.5285714,0.014285714,0.6142857
"Sexual misconduct? How is that defined? A guy swatting a girl on the derriere, something like that? You have to watch these studies, some of them are very skewed because of nonsense like that. I think who we need to be talking to are the 8 out of 9 women who were not ""victims"" of sexual assault or sexual misconduct, find out if they have any insight into the matter. I went to college in the 1970s and if an actual crime was committed it was not overlooked. But if a guy pinched a girl (or vice versa) or something like that, it wasn't made into a statistic. Come on, women, you haven't progressed any more than this? Tsk tsk.",0.8,0.0,0.4,0.2,0.3,0.1,0.7
"Heeere's Ernie! Geez man, this is the second place I've heard you complain that your racist posts were canned. Here's an idea for a graduate of  the 'Harvard of high schools', start your own blog where you can jerk-off all day to an admiring bog - all one of them.",0.79014987,0.040685225,0.23340471,0.0021413276,0.34582442,0.046038546,0.6895075
Misconstrued my butt!,0.8625,0.0125,0.4125,0.0125,0.3375,0.0,0.7625
The first rule of every bureaucracy: Cover thy ass first.,0.93421054,0.065789476,0.7631579,0.013157895,0.39473686,0.039473683,0.7105263
"Yes, and after every contact visit, you are completely strip-searched and anal and under the scrotum searched.  The only thing that inmates usually get during a visit are drugs mouth to mouth and they swallow them right away.",0.6125,0.0875,0.3,0.0,0.1375,0.0,0.6375
""" If you can't figure out how to out-dodge the ubiquitous cigarette smoke that is all around you , then resign to the fact that you just don't matter,  your right to breathe clean air while you exercise in a Eugene park doesn't matter,  and you should just go suck an egg.""    Nice.",1.0,0.1,0.7,0.0,0.5,0.0,0.7
Blow it out your bigoted ass.,0.8923077,0.10769231,0.8153846,0.03076923,0.6769231,0.015384615,0.73846155
"Interesting how quoting your own words to you makes me ""evil"" and ""deranged""....you might wanna take a step back and consider that for a moment.

Oh boy...you wish to engage in a debate comparing rape with sneezing.",0.7,0.1,0.3,0.0,0.3,0.1,0.7
America Rapes newborn baby boys to the tune of 3000 a day. A knife to their genitals when the are just hours old. Rape Culture.,0.7714286,0.12857144,0.14285715,0.34285715,0.3,0.21428572,0.71428573
Pro-gun vs. Anti-gun. Anti-establishment vs. Establishment. Anti-Illegal Immigration vs. Pro-Illegal Immigration. Further (better) vetting of immigrants vs. Letting them in with the same system. Call out people that sexually assault/rape vs. Protect/cover up for sexual assaults/rape. Pretty distinct differences. Your vote. Your choice. Choose wisely.,0.8333333,0.0,0.0,0.0,0.0,0.16666667,0.8333333
"Is this tem necessary for your discussion?

""Schmuck"", or ""shmuck"", in American English is a pejorative term meaning one who is stupid or foolish, or an obnoxious, contemptible or detestable person.""

""In The Joys of Yiddish, Leo Rosten wrote: ""Never use schmuck lightly, or in the presence of women and children"", which was a common view among Jewish people who felt a connection to the language, and who still viewed it as an obscene reference to a penis.",0.65789473,0.0,0.31578946,0.0,0.5131579,0.21052632,0.6184211
"Is this tem necessary for your discussion?

""Schmuck"", or ""shmuck"", in American English is a pejorative term meaning one who is stupid or foolish, or an obnoxious, contemptible or detestable person.""

""In The Joys of Yiddish, Leo Rosten wrote: ""Never use schmuck lightly, or in the presence of women and children"", which was a common view among Jewish people who felt a connection to the language, and who still viewed it as an obscene reference to a penis.",0.7375,0.0875,0.325,0.0,0.625,0.2375,0.625
"""Hey everyone, look at my high-capacity penis substitute!  I'm going to flash my equipment at you!  Aren't you impressed?  God, I'm so lonely...""",0.80165976,0.0746888,0.31618258,0.0008298755,0.11452282,0.0008298755,0.8182573
You obviously did not listen to the expert witness' testimony. It is so easy for you to play armchair quarterback about a topic you know absolutely nothing about. Officer Sharlow is a veteran in addition to having been a police officer for over ten years in which he risked his life daily in order to protect your life and that of your family. It's so easy to form an opinion of someone while you sit on your ass.,0.8,0.0,0.8,0.0,0.6,0.0,0.8
"""He exposed his genitals.""",0.71875,0.015625,0.109375,0.0,0.015625,0.015625,0.78125
"1). No one cares about your acknowledgment, just that the legal system understands equality. You and your approval can go suck a brick.

2). I assure you, lady, the parts do in fact fit. Your limited sexual experience is not a compass for thousands of years of libidinous bliss. ""God"" put a G-spot up there and erogenous tissue on the lips, nipples, genitals AND anus for a reason. I mean do you not think people are climaxing??",0.77682155,0.054503728,0.2937464,0.0051635113,0.23235801,0.021801492,0.7848537
"don young is a bought and paid for corrupt ass hole! do us a favor and quit ,we don't need people like you in office",0.8701299,0.12987013,0.7922078,0.025974026,0.76623374,0.012987013,0.64935064
"But ... but ...  It's just announced that he's been Born Again!  Which means, you'd better find a thicker steel plate to cover your behind.",0.8,0.1,0.5,0.0,0.3,0.0,0.7
"""We think of all women as compassionate , when in reality—they are the mass killers we should fear the most""  So you worry most about the attack of the killer vagina?",0.8625,0.0625,0.3875,0.1,0.425,0.4,0.875
It's dangerous for the pervert.  Ya folla?,0.7875,0.0625,0.4,0.0,0.5375,0.0125,0.65
"Robert Redford a perv?? No way. Shaw, aka ""Lucky"" somebody I think, uttered Ya Folla.",0.8,0.0,0.5,0.0,0.6,0.0,0.7
"""The representation of the penis as a weapon, cutting knife, dagger etc., is familiar to us from the anxiety dreams of abstinent women in particular and also lies at the root of numerous phobias in neurotic people."" ~Freud

Often paraphrased (and oversimplified, true) as:

""A fear of weapons is a sign of retarded sexual and emotional maturity.""",0.7,0.0,0.2,0.0,0.3,0.1,0.8
"But that Freud died in 1939. ""Hoplophobia"" was coined in 1962. Besides, Freud attributed most everything to something appertaining to sex or the penis.",0.6,0.1,0.2,0.0,0.0,0.0,0.8
"Damn, that is bad ass...",0.8375,0.15,0.8375,0.0,0.375,0.0,0.6625
Because he has the testicles to do it. only with the approval of the Legislature which has the constitutional power to override his veto.,1.0,0.0,0.0,0.0,0.0,0.0,1.0
The pussssssy just canceled the annual gov picnic. Ha. He is afraid to face the public.,0.9,0.0,0.7,0.0,0.4,0.0,0.8
"The Untold Secret About Marijuana That Could Make Men Quit Smoking: Penis Shrinkage
By Richard Bonilla",0.5,0.0,0.0,0.0,0.1,0.0,0.8
"Blah,Blah,blah. You really are nuts,,,,,penis shrinkage...LOL",0.9816216,0.054054055,0.26702702,0.0032432433,0.91783786,0.0043243244,0.9686487
arse hat,0.6911765,0.029411765,0.64705884,0.014705882,0.3382353,0.014705882,0.60294116
Should be a lesson to all men--be careful where you stick your dick!,0.96637744,0.07049891,0.87906724,0.010303687,0.09924078,0.038503252,0.96637744
"Your insult is all you have. Your inner-dick erupts again.
No concept of Alaska history pre-oil is immediately evident.
""Koncerned""....what a misnomer you have chosen with which to insult lifelong Alaskans. Thanks, Richard Cranium. Yer a real prince.",0.7236842,0.078947365,0.6052632,0.0,0.35526314,0.039473683,0.6447368
"Hard to feel bad for the guy, my only question would be, did you regret your crime, or getting caught?  And then I would hope his victim sees this and knows that karma paid his ass back, and hopefully it isn't done.",0.8,0.014285714,0.75714284,0.014285714,0.37142858,0.0,0.67142856
"I don't buy into the bible, peddle your wares elsewhere.  But let me leave you with a favorite quote of mine ""Suck my dick"" Ron Jeremy",0.87142855,0.15714286,0.82857144,0.014285714,0.5714286,0.27142859,0.82857144
"Pence sound anal. He wants Women's Rights back before voting! What a creep, and Indiana is one state I will avoid.",0.8181818,0.077922076,0.33766234,0.0,0.6753247,0.22077923,0.64935064
"OMG some of the comments... Do if I rape 5 6yr olds in the butt and in essence destroying or severely damaging those children's lives, I should be helped because I have a high probability of the ring rehabilitated. What is the probability that I ruined those children's lives?
Predators should never be alive. Let alone free.",0.8,0.2,0.3,0.6,0.1,0.0,0.7
sex=exchange of body fluids. caring for a sick person with zika=body fluids.,1.0,0.0,0.0,0.0,0.0,0.0,1.0
"Is that what women mean to you, boobs to look at? Dude, grow up!",0.6375,0.0,0.225,0.0,0.2375,0.0875,0.6625
Balls don't think.,0.8,0.0,0.0,0.0,0.0,0.0,0.8
"They blow it out their ass and hope we don't say it stinks...too rude, sorry. trump builds on the shoot from the hip to blow out his behind.",0.9142857,0.12857144,0.8,0.042857144,0.78571427,0.014285714,0.7714286
Nooooo. I do not want to wake up and see your deranged butt in my house. Get him out.,0.8271605,0.024691358,0.30864197,0.061728396,0.6296296,0.012345679,0.60493827
